Text,Problem,Question,Numbers,Equation,Answer,Constants
"Sandy went to the mall to buy clothes . She spent $ 13.99 on shorts , $ 12.14 on a shirt , and $ 7.43 on a jacket . How much money did Sandy spend on clothes ?","Sandy went to the mall to buy clothes . She spent $ [NUM] on shorts , $ [NUM] on a shirt , and $ [NUM] on a jacket . How much money did Sandy spend on clothes ?",How much money did Sandy spend on clothes ?,13.99 12.14 7.43,( n0 + n1 ) + n2,33.56,
William has 2.0 bottle caps . He buys 41.0 more . How many bottle caps does William have in all ?,William has [NUM] bottle caps . He buys [NUM] more . How many bottle caps does William have in all ?,How many bottle caps does William have in all ?,2.0 41.0,n0 + n1,43,
"Rose has 9.0 apples and 12.0 erasers . If she shares the apples among 3.0 friends , how many apples does each friend get ?","Rose has [NUM] apples and [NUM] erasers . If she shares the apples among [NUM] friends , how many apples does each friend get ?",how many apples does each friend get ?,9.0 12.0 3.0,n1 - n0,3,
Lizette has 813.0 stamps . Lizette has 125.0 more stamps than Minerva . How many stamps does Minerva have ?,Lizette has [NUM] stamps . Lizette has [NUM] more stamps than Minerva . How many stamps does Minerva have ?,How many stamps does Minerva have ?,813.0 125.0,n0 - n1,688,
"A waiter had 33.0 customers to wait on . If 31.0 customers left and he got another 26.0 customers , how many customers would he have ?","A waiter had [NUM] customers to wait on . If [NUM] customers left and he got another [NUM] customers , how many customers would he have ?",how many customers would he have ?,33.0 31.0 26.0,( n0 + n2 ) - n1,28,
Kathleen went to the store 5.0 times last month . She buys 5.0 bottle caps each time she goes to the store . How many bottle caps did Kathleen buy last month ?,Kathleen went to the store [NUM] times last month . She buys [NUM] bottle caps each time she goes to the store . How many bottle caps did Kathleen buy last month ?,How many bottle caps did Kathleen buy last month ?,5.0 5.0,n0 * n1,25,
Eve ran 0.7 mile and walked 0.6 mile . How much farther did Eve run than walk ?,Eve ran [NUM] mile and walked [NUM] mile . How much farther did Eve run than walk ?,How much farther did Eve run than walk ?,0.7 0.6,n0 - n1,0.1,
Fred has 40.0 baseball cards . Keith bought 22.0 of Fred 's baseball cards . How many baseball cards does Fred have now ?,Fred has [NUM] baseball cards . Keith bought [NUM] of Fred 's baseball cards . How many baseball cards does Fred have now ?,How many baseball cards does Fred have now ?,40.0 22.0,n0 - n1,18,
"While on vacation , Nancy took 49.0 pictures at the zoo and 8.0 at the museum . If she later deleted 38.0 of the pictures , how many pictures from her vacation did she still have ?","While on vacation , Nancy took [NUM] pictures at the zoo and [NUM] at the museum . If she later deleted [NUM] of the pictures , how many pictures from her vacation did she still have ?",how many pictures from her vacation did she still have ?,49.0 8.0 38.0,( n0 + n1 ) - n2,19,
"Kendra made punch for her friend 's birthday party . She used 0.25 gallon of grape juice , 0.375 gallon of cranberry juice , and 0.125 gallon of club soda . How many gallons of punch did Kendra make ?","Kendra made punch for her friend 's birthday party . She used [NUM] gallon of grape juice , [NUM] gallon of cranberry juice , and [NUM] gallon of club soda . How many gallons of punch did Kendra make ?",How many gallons of punch did Kendra make ?,0.25 0.375 0.125,( n0 + n1 ) + n2,0.75,
Isabella ’ s hair is 18.0 inches long . By the end of the year her hair is 24.0 inches long . How much hair did she grow ?,Isabella ’ s hair is [NUM] inches long . By the end of the year her hair is [NUM] inches long . How much hair did she grow ?,How much hair did she grow ?,18.0 24.0,n1 - n0,6,
"Katie uploaded 30.0 pictures from her phone and 51.0 from her camera to facebook . If she sorted the pics into 9.0 different albums with the same amount of pics in each album , how many pictures were in each of the albums ?","Katie uploaded [NUM] pictures from her phone and [NUM] from her camera to facebook . If she sorted the pics into [NUM] different albums with the same amount of pics in each album , how many pictures were in each of the albums ?",how many pictures were in each of the albums ?,30.0 51.0 9.0,( n0 + n1 ) / n2,9,
There are 33.0 pencils and 44.0 crayons in the drawer . Joan placed 27.0 pencils in the drawer . How many pencils are now there in total ?,There are [NUM] pencils and [NUM] crayons in the drawer . Joan placed [NUM] pencils in the drawer . How many pencils are now there in total ?,How many pencils are now there in total ?,33.0 44.0 27.0,n0 + n2,60,
There are 2.0 maple trees and 5.0 popular trees currently in the park . Park workers will plant 9.0 maple trees today . How many maple trees will the park have when the workers are finished ?,There are [NUM] maple trees and [NUM] popular trees currently in the park . Park workers will plant [NUM] maple trees today . How many maple trees will the park have when the workers are finished ?,How many maple trees will the park have when the workers are finished ?,2.0 5.0 9.0,n0 + n2,11,
"On 3.0 consecutive passes , a football team gain 7.0 yards , loses 31.0 yards , gains 24.0 yards . What number represents the total net net yardage ?","On [NUM] consecutive passes , a football team gain [NUM] yards , loses [NUM] yards , gains [NUM] yards . What number represents the total net net yardage ?",What number represents the total net net yardage ?,3.0 7.0 31.0 24.0,( n1 - n2 ) + n3,0,
Mary had 7.0 nickels in her bank . Her dad gave her 5.0 more nickels . How many nickels does Mary have now ?,Mary had [NUM] nickels in her bank . Her dad gave her [NUM] more nickels . How many nickels does Mary have now ?,How many nickels does Mary have now ?,7.0 5.0,n0 + n1,12,
Tim has 44.0 books . Sam has 52.0 books . How many books do they have together ?,Tim has [NUM] books . Sam has [NUM] books . How many books do they have together ?,How many books do they have together ?,44.0 52.0,n0 + n1,96,
Martha is inviting 4.0 friends to a party . She has 12.0 cookies . How many cookies will each friend get ?,Martha is inviting [NUM] friends to a party . She has [NUM] cookies . How many cookies will each friend get ?,How many cookies will each friend get ?,4.0 12.0,n1 / n0,3,
Mrs. Hilt measured the distance from her desk to the water fountain . It was 30.0 feet . How many feet will Mrs. Hilt walk on her trips to the fountain if she goes to the water fountain 4.0 times today ?,Mrs. Hilt measured the distance from her desk to the water fountain . It was [NUM] feet . How many feet will Mrs. Hilt walk on her trips to the fountain if she goes to the water fountain [NUM] times today ?,How many feet will Mrs. Hilt walk on her trips to the fountain if she goes to the water fountain [NUM] times today ?,30.0 4.0,n0 * n1,120,
"At a restaurant each adult meal costs $ 8.0 and kids eat free . If a group of 11.0 people came in and 2.0 were kids , how much would it cost for the group to eat ?","At a restaurant each adult meal costs $ [NUM] and kids eat free . If a group of [NUM] people came in and [NUM] were kids , how much would it cost for the group to eat ?",how much would it cost for the group to eat ?,8.0 11.0 2.0,n0 * ( n1 - n2 ),72,
"Faye had 34.0 coloring books . If she gave away 3.0 of them , but then bought 48.0 more , how many would she have total ?","Faye had [NUM] coloring books . If she gave away [NUM] of them , but then bought [NUM] more , how many would she have total ?",how many would she have total ?,34.0 3.0 48.0,( n0 + n2 ) - n1,79,
"1.0 cell phone plan costs 49.95 dollars per month . The first 2500.0 minutes of use are free . Each minute thereafter costs 0.25 dollars . For a bill of 112.45 dollars , how many minutes over 2500.0 was the cell phone in use ?","[NUM] cell phone plan costs [NUM] dollars per month . The first [NUM] minutes of use are free . Each minute thereafter costs [NUM] dollars . For a bill of [NUM] dollars , how many minutes over [NUM] was the cell phone in use ?",how many minutes over [NUM] was the cell phone in use ?,1.0 49.95 2500.0 0.25 112.45 2500.0,( n4 - n1 ) / n3,250,
"If Heather bicycled 40.0 kilometers at 8.0 kilometers per hour , how long was Heather bicycling ?","If Heather bicycled [NUM] kilometers at [NUM] kilometers per hour , how long was Heather bicycling ?",how long was Heather bicycling ?,40.0 8.0,n0 / n1,5,
Eugene has 51.0 pencils . He gets 6.0 more from Joyce . How many pencils does Eugene have in all ?,Eugene has [NUM] pencils . He gets [NUM] more from Joyce . How many pencils does Eugene have in all ?,How many pencils does Eugene have in all ?,51.0 6.0,n0 + n1,57,
James had 39.0 stickers . He got some more stickers for his birthday . Then he had 61.0 stickers . How many stickers did James get for his birthday ?,James had [NUM] stickers . He got some more stickers for his birthday . Then he had [NUM] stickers . How many stickers did James get for his birthday ?,How many stickers did James get for his birthday ?,39.0 61.0,n1 - n0,22,
There are 40.0 boys and some girls on the playground . There are 117.0 children altogether . How many girls are on the playground ?,There are [NUM] boys and some girls on the playground . There are [NUM] children altogether . How many girls are on the playground ?,How many girls are on the playground ?,40.0 117.0,n1 - n0,77,
There are 9.0 crayons in the drawer . Benny placed 3.0 crayons in the drawer . How many crayons are now there in total ?,There are [NUM] crayons in the drawer . Benny placed [NUM] crayons in the drawer . How many crayons are now there in total ?,How many crayons are now there in total ?,9.0 3.0,n0 + n1,12,
"Dan joined his school 's band . He bought a clarinet for $ 130.3 , and a song book which was $ 11.24 . Dan found $ 12.32 in his pocket . How much did Dan spend at the music store ?","Dan joined his school 's band . He bought a clarinet for $ [NUM] , and a song book which was $ [NUM] . Dan found $ [NUM] in his pocket . How much did Dan spend at the music store ?",How much did Dan spend at the music store ?,130.3 11.24 12.32,n0 + n1,141.54,
"Ryan has 72.0 marbles and 17.0 blocks . If he shares the marbles among 9.0 friends , how many marbles does each friend get ?","Ryan has [NUM] marbles and [NUM] blocks . If he shares the marbles among [NUM] friends , how many marbles does each friend get ?",how many marbles does each friend get ?,72.0 17.0 9.0,n0 / n2,8,
Fred had 7.0 dimes in his bank . His sister borrowed 3.0 of his dimes . How many dimes does Fred have now ?,Fred had [NUM] dimes in his bank . His sister borrowed [NUM] of his dimes . How many dimes does Fred have now ?,How many dimes does Fred have now ?,7.0 3.0,n0 - n1,4,
Sally had 760.0 quarters in her bank . She spent 418.0 of her quarters . How many quarters does she have now ?,Sally had [NUM] quarters in her bank . She spent [NUM] of her quarters . How many quarters does she have now ?,How many quarters does she have now ?,760.0 418.0,n0 - n1,342,
Mrs. Sheridan has 11.0 cats . How many more cats does Mrs. Sheridan need to have 43.0 cats ?,Mrs. Sheridan has [NUM] cats . How many more cats does Mrs. Sheridan need to have [NUM] cats ?,How many more cats does Mrs. Sheridan need to have [NUM] cats ?,11.0 43.0,n1 - n0,32,
Mrs. Hilt needs to share $ 3.75 equally among 3.0 total people . How much money will each person get ?,Mrs. Hilt needs to share $ [NUM] equally among [NUM] total people . How much money will each person get ?,How much money will each person get ?,3.75 3.0,n0 / n1,1.25,
Martha starts with 3.0 cards . She gets 76.0 more from Emily . How many cards does Martha end with ?,Martha starts with [NUM] cards . She gets [NUM] more from Emily . How many cards does Martha end with ?,How many cards does Martha end with ?,3.0 76.0,n0 + n1,79,
"John had 33.0 socks . If he threw away 19.0 old ones that did n't fit and bought 13.0 new ones , how many socks would he have ?","John had [NUM] socks . If he threw away [NUM] old ones that did n't fit and bought [NUM] new ones , how many socks would he have ?",how many socks would he have ?,33.0 19.0 13.0,( n0 + n2 ) - n1,27,
"Last year , egg producers in Douglas County produced 1416.0 eggs . This year , those same farms produced 4636.0 eggs . How many more eggs did the farms produce this year ?","Last year , egg producers in Douglas County produced [NUM] eggs . This year , those same farms produced [NUM] eggs . How many more eggs did the farms produce this year ?",How many more eggs did the farms produce this year ?,1416.0 4636.0,n1 - n0,3220,
"Mark has 13.0 trees in his backyard . If he plants 12.0 more , how many trees will he have ?","Mark has [NUM] trees in his backyard . If he plants [NUM] more , how many trees will he have ?",how many trees will he have ?,13.0 12.0,n0 + n1,25,
"Roger had 25.0 books . If he sold 21.0 of them and used the money he earned to buy 30.0 new books , how many books would Roger have ?","Roger had [NUM] books . If he sold [NUM] of them and used the money he earned to buy [NUM] new books , how many books would Roger have ?",how many books would Roger have ?,25.0 21.0 30.0,( n0 + n2 ) - n1,34,
"The total number of students absent from B. Jones High School on a Monday after a significant snow fall was 218.0 . The total attendance that day was 1487.0 . How many students , in total , attend B. Jones High School ?","The total number of students absent from B. Jones High School on a Monday after a significant snow fall was [NUM] . The total attendance that day was [NUM] . How many students , in total , attend B. Jones High School ?","How many students , in total , attend B. Jones High School ?",218.0 1487.0,n0 + n1,1705,
Connie has 41.0 red markers and 64.0 blue markers . How many markers does she have altogether ?,Connie has [NUM] red markers and [NUM] blue markers . How many markers does she have altogether ?,How many markers does she have altogether ?,41.0 64.0,n0 + n1,105,
"Molly owns the Wafting Pie Company . This morning , her employees used 816.0 eggs to bake pumpkin pies . If her employees used a total of 1339.0 eggs today , how many eggs did they use in the afternoon ?","Molly owns the Wafting Pie Company . This morning , her employees used [NUM] eggs to bake pumpkin pies . If her employees used a total of [NUM] eggs today , how many eggs did they use in the afternoon ?",how many eggs did they use in the afternoon ?,816.0 1339.0,n1 - n0,523,
Ellen went to a garage sale to buy chairs . Each chair is 15.0 dollars . How much did Ellen spend for the 12.0 chairs she bought ?,Ellen went to a garage sale to buy chairs . Each chair is [NUM] dollars . How much did Ellen spend for the [NUM] chairs she bought ?,How much did Ellen spend for the [NUM] chairs she bought ?,15.0 12.0,n0 * n1,180,
"Grace has 16.0 jellybeans in her pocket . She has 8.0 red ones , 4.0 green ones , and 4.0 blue ones . What is the minimum number of jellybeans she must take out of her pocket to ensure that she has one of each color ?","Grace has [NUM] jellybeans in her pocket . She has [NUM] red ones , [NUM] green ones , and [NUM] blue ones . What is the minimum number of jellybeans she must take out of her pocket to ensure that she has one of each color ?",What is the minimum number of jellybeans she must take out of her pocket to ensure that she has one of each color ?,16.0 8.0 4.0 4.0,( n1 + n2 ) + x1,13,1
"Tom had 57.0 dollars . If he spent 49.0 bucks on a new game , how many 4.0 dollar toys could he buy with the money he had left ?","Tom had [NUM] dollars . If he spent [NUM] bucks on a new game , how many [NUM] dollar toys could he buy with the money he had left ?",how many [NUM] dollar toys could he buy with the money he had left ?,57.0 49.0 4.0,( n0 - n1 ) / n2,2,
"Rachel was organizing her book case making sure each of the shelves had exactly 9.0 books on it . If she had 6.0 shelves of mystery books and 2.0 shelves of picture books , how many books did she have total ?","Rachel was organizing her book case making sure each of the shelves had exactly [NUM] books on it . If she had [NUM] shelves of mystery books and [NUM] shelves of picture books , how many books did she have total ?",how many books did she have total ?,9.0 6.0 2.0,n0 * ( n1 + n2 ),72,
"While playing a trivia game , George answered 6.0 questions correct in the first half and 4.0 questions correct in the second half . If each question was worth 3.0 points , what was his final score ?","While playing a trivia game , George answered [NUM] questions correct in the first half and [NUM] questions correct in the second half . If each question was worth [NUM] points , what was his final score ?",what was his final score ?,6.0 4.0 3.0,n2 * ( n0 + n1 ),30,
Dan bought 9.0 dozen eggs from the grocery store to bake some cakes . How many eggs did Dan buy ?,Dan bought [NUM] dozen eggs from the grocery store to bake some cakes . How many eggs did Dan buy ?,How many eggs did Dan buy ?,9.0,n0 * x12,108,12
"The school cafeteria ordered 33.0 red apples and 23.0 green apples for students lunches . But , if only 21.0 students wanted fruit , how many extra did the cafeteria end up with ?","The school cafeteria ordered [NUM] red apples and [NUM] green apples for students lunches . But , if only [NUM] students wanted fruit , how many extra did the cafeteria end up with ?",how many extra did the cafeteria end up with ?,33.0 23.0 21.0,( n0 + n1 ) - n2,35,
Haley 's favorite band was holding a concert where tickets were 4.0 dollars each . Haley bought 3.0 tickets for herself and her friends and 5.0 extra tickets in case anyone else wanted to go . How much did she spend ?,Haley 's favorite band was holding a concert where tickets were [NUM] dollars each . Haley bought [NUM] tickets for herself and her friends and [NUM] extra tickets in case anyone else wanted to go . How much did she spend ?,How much did she spend ?,4.0 3.0 5.0,n0 * ( n1 + n2 ),32,
"White t - shirts can be purchased in packages of 6.0 . If Mom buys 71.0 packages , how many white t - shirts will Mom have ?","White t - shirts can be purchased in packages of [NUM] . If Mom buys [NUM] packages , how many white t - shirts will Mom have ?",how many white t - shirts will Mom have ?,6.0 71.0,n0 * n1,426,
"Melanie , Benny , Sally , and Jessica each have 3.0 baseball cards . How many baseball cards do they have in all ?","Melanie , Benny , Sally , and Jessica each have [NUM] baseball cards . How many baseball cards do they have in all ?",How many baseball cards do they have in all ?,3.0,x4 * n0,12,4
She counted her crayons and found out that she has 80.0 crayons which she will place in crayon boxes . Every box can contain 8.0 crayons . How many boxes does she need ?,She counted her crayons and found out that she has [NUM] crayons which she will place in crayon boxes . Every box can contain [NUM] crayons . How many boxes does she need ?,How many boxes does she need ?,80.0 8.0,n0 / n1,10,
"A book is on sale for 10.0 % off . If the regular price is 27.9 dollars , what is the sale price ?","A book is on sale for [NUM] % off . If the regular price is [NUM] dollars , what is the sale price ?",what is the sale price ?,10.0 27.9,( x1 - ( n0 * x0_01 ) ) * n1,25.11,1 0.01
Each bottle cap costs $ 5.0 . How much do 5.0 bottle caps cost ?,Each bottle cap costs $ [NUM] . How much do [NUM] bottle caps cost ?,How much do [NUM] bottle caps cost ?,5.0 5.0,n0 * n1,25,
Jason found 49.0 seashells and 48.0 starfish on the beach . He gave 13.0 of the seashells to Tim . How many seashells does Jason now have ?,Jason found [NUM] seashells and [NUM] starfish on the beach . He gave [NUM] of the seashells to Tim . How many seashells does Jason now have ?,How many seashells does Jason now have ?,49.0 48.0 13.0,n0 - n2,36,
"After eating at the restaurant , Sally , Sam , and Alyssa decided to divide the bill evenly . If each person paid 45.0 dollars , what was the total of the bill ?","After eating at the restaurant , Sally , Sam , and Alyssa decided to divide the bill evenly . If each person paid [NUM] dollars , what was the total of the bill ?",what was the total of the bill ?,45.0,n0 * x3,135,3
Roadster 's Paving Company used 10.0 tons of cement to pave Lexi 's street and 5.1 tons of cement to pave Tess 's street . How much cement did Roadster 's Paving Company use in all ?,Roadster 's Paving Company used [NUM] tons of cement to pave Lexi 's street and [NUM] tons of cement to pave Tess 's street . How much cement did Roadster 's Paving Company use in all ?,How much cement did Roadster 's Paving Company use in all ?,10.0 5.1,n0 + n1,15.1,
"April 's discount flowers was having a sale where each flower was 6.0 dollars . If Maria bought 7.0 roses and 3.0 daisies , how much did she spend ?","April 's discount flowers was having a sale where each flower was [NUM] dollars . If Maria bought [NUM] roses and [NUM] daisies , how much did she spend ?",how much did she spend ?,6.0 7.0 3.0,n0 * ( n1 + n2 ),60,
Oliver had 35.0 dollars . For his birthday he got 50.0 more dollars but spent 84.0 on a new game . How much money does he have now ?,Oliver had [NUM] dollars . For his birthday he got [NUM] more dollars but spent [NUM] on a new game . How much money does he have now ?,How much money does he have now ?,35.0 50.0 84.0,( n0 + n1 ) - n2,1,
"For the school bake sale Maria made 19.0 cupcakes . If she sold 5.0 of them and then made 10.0 more , how many cupcakes would she have ?","For the school bake sale Maria made [NUM] cupcakes . If she sold [NUM] of them and then made [NUM] more , how many cupcakes would she have ?",how many cupcakes would she have ?,19.0 5.0 10.0,( n0 + n2 ) - n1,24,
"Robin uploaded 35.0 pictures from her phone and 5.0 from her camera to facebook . If she sorted the pics into 5.0 different albums with the same amount of pics in each album , how many pictures were in each of the albums ?","Robin uploaded [NUM] pictures from her phone and [NUM] from her camera to facebook . If she sorted the pics into [NUM] different albums with the same amount of pics in each album , how many pictures were in each of the albums ?",how many pictures were in each of the albums ?,35.0 5.0 5.0,( n0 + n1 ) / n2,8,
"Sam had saved up 8.0 dollars . If he received another 7.0 dollars for his allowance , how many 3.0 dollar toys could he buy ?","Sam had saved up [NUM] dollars . If he received another [NUM] dollars for his allowance , how many [NUM] dollar toys could he buy ?",how many [NUM] dollar toys could he buy ?,8.0 7.0 3.0,( n0 + n1 ) / n2,5,
Arthur baked 115.0 muffins . James baked 12.0 times as many . How many muffins did James bake ?,Arthur baked [NUM] muffins . James baked [NUM] times as many . How many muffins did James bake ?,How many muffins did James bake ?,115.0 12.0,n0 * n1,1380,
There are 22.0 orchid bushes and 40.0 orange trees currently in the park . Park workers will plant 13.0 orchid bushes today . How many orchid bushes will the park have when the workers are finished ?,There are [NUM] orchid bushes and [NUM] orange trees currently in the park . Park workers will plant [NUM] orchid bushes today . How many orchid bushes will the park have when the workers are finished ?,How many orchid bushes will the park have when the workers are finished ?,22.0 40.0 13.0,n0 + n2,35,
Connie had some marbles . She gave 183.0 to Juan . Now she has 593.0 marbles left . How many did she have to start with ?,Connie had some marbles . She gave [NUM] to Juan . Now she has [NUM] marbles left . How many did she have to start with ?,How many did she have to start with ?,183.0 593.0,n0 + n1,776,
A restaurant sold 49.0 hamburgers last week . How many hamburgers on average were sold each day ?,A restaurant sold [NUM] hamburgers last week . How many hamburgers on average were sold each day ?,How many hamburgers on average were sold each day ?,49.0,n0 / x7,7,7
"A vase can hold 5.0 flowers . If you had 6.0 carnations and 19.0 roses , how many vases would you need to hold the flowers ?","A vase can hold [NUM] flowers . If you had [NUM] carnations and [NUM] roses , how many vases would you need to hold the flowers ?",how many vases would you need to hold the flowers ?,5.0 6.0 19.0,( n1 + n2 ) / n0,5,
"For the school bake sale Chloe made 28.0 cupcakes . If she sold 25.0 of them and then made 8.0 more , how many cupcakes would she have ?","For the school bake sale Chloe made [NUM] cupcakes . If she sold [NUM] of them and then made [NUM] more , how many cupcakes would she have ?",how many cupcakes would she have ?,28.0 25.0 8.0,( n0 + n2 ) - n1,11,
Nicholas starts with 8.0 bottle caps . He gets 85.0 more from Catherine . How many bottle caps does Nicholas end with ?,Nicholas starts with [NUM] bottle caps . He gets [NUM] more from Catherine . How many bottle caps does Nicholas end with ?,How many bottle caps does Nicholas end with ?,8.0 85.0,n0 + n1,93,
Jovana had 5.0 pounds of shells in her bucket . She added some shells and now has 28.0 pounds of shells . How many pounds did she add ?,Jovana had [NUM] pounds of shells in her bucket . She added some shells and now has [NUM] pounds of shells . How many pounds did she add ?,How many pounds did she add ?,5.0 28.0,n1 - n0,23,
There are 4.0 dozen calories in a candy bar . How many calories are there in 42.0 candy bars ?,There are [NUM] dozen calories in a candy bar . How many calories are there in [NUM] candy bars ?,How many calories are there in [NUM] candy bars ?,4.0 42.0,( n0 * x12 ) * n1,2016,12
Tim found 679.0 seashells and 110.0 starfish on the beach . He gave 172.0 of the seashells to Sara . How many seashells does Tim now have ?,Tim found [NUM] seashells and [NUM] starfish on the beach . He gave [NUM] of the seashells to Sara . How many seashells does Tim now have ?,How many seashells does Tim now have ?,679.0 110.0 172.0,n0 - n2,507,
"Katie had 7.0 pages of math homework and 3.0 pages of reading homework . If each page had 9.0 problems on it , how many problems did she have to complete total ?","Katie had [NUM] pages of math homework and [NUM] pages of reading homework . If each page had [NUM] problems on it , how many problems did she have to complete total ?",how many problems did she have to complete total ?,7.0 3.0 9.0,n2 * ( n0 + n1 ),90,
A restaurant made 9.0 hamburgers and 4.0 hot dogs to serve during lunch . Only 3.0 hamburgers were actually served . How many hamburgers were over ?,A restaurant made [NUM] hamburgers and [NUM] hot dogs to serve during lunch . Only [NUM] hamburgers were actually served . How many hamburgers were over ?,How many hamburgers were over ?,9.0 4.0 3.0,n0 - n2,6,
"Adam earned 9.0 dollars for each lawn he mowed . If he had 12.0 lawns to mow , but forgot to mow 8.0 of them , how much money did he actually earn ?","Adam earned [NUM] dollars for each lawn he mowed . If he had [NUM] lawns to mow , but forgot to mow [NUM] of them , how much money did he actually earn ?",how much money did he actually earn ?,9.0 12.0 8.0,n0 * ( n1 - n2 ),36,
"A new building needed 11.0 windows . The builder had already installed 4.0 of them . If it takes 8.0 hours to install each window , how long will it take him to install the rest ?","A new building needed [NUM] windows . The builder had already installed [NUM] of them . If it takes [NUM] hours to install each window , how long will it take him to install the rest ?",how long will it take him to install the rest ?,11.0 4.0 8.0,n2 * ( n0 - n1 ),56,
Joan has saved 6.0 quarters from washing cars . How many cents does Joan have ?,Joan has saved [NUM] quarters from washing cars . How many cents does Joan have ?,How many cents does Joan have ?,6.0,n0 * x25,150,25
"Joan picked 43.0 apples from the orchard , and gave 27.0 apples to Melanie . How many apples does Joan have now ?","Joan picked [NUM] apples from the orchard , and gave [NUM] apples to Melanie . How many apples does Joan have now ?",How many apples does Joan have now ?,43.0 27.0,n0 - n1,16,
"A furniture store marks up items 20.0 % . It the furniture store buys a couch for 350.0 dollars , what will the selling price be , in dollars ?","A furniture store marks up items [NUM] % . It the furniture store buys a couch for [NUM] dollars , what will the selling price be , in dollars ?","what will the selling price be , in dollars ?",20.0 350.0,n1 + ( ( n0 * n1 ) * x0_01 ),420,0.01
"There are 10.0 stickers on a page . If you have 22.0 pages of stickers , how many stickers do you have ?","There are [NUM] stickers on a page . If you have [NUM] pages of stickers , how many stickers do you have ?",how many stickers do you have ?,10.0 22.0,n0 * n1,220,
Sarah has 26.0 bottle caps . She buys 3.0 more . How many bottle caps does Sarah have in all ?,Sarah has [NUM] bottle caps . She buys [NUM] more . How many bottle caps does Sarah have in all ?,How many bottle caps does Sarah have in all ?,26.0 3.0,n0 + n1,29,
"In a video game , each enemy defeated gives you 5.0 points . If a level has 8.0 enemies total and you destroy all but 6.0 of them , how many points would you earn ?","In a video game , each enemy defeated gives you [NUM] points . If a level has [NUM] enemies total and you destroy all but [NUM] of them , how many points would you earn ?",how many points would you earn ?,5.0 8.0 6.0,n0 * ( n1 - n2 ),10,
"At the beach , Miki and her sister both built sandcastles and then measured their heights . Miki 's sandcastle was 0.8333333333333334 foot tall and her sister 's was 0.5 foot tall . How much taller was Miki 's sandcastle than her sister 's ?","At the beach , Miki and her sister both built sandcastles and then measured their heights . Miki 's sandcastle was [NUM] foot tall and her sister 's was [NUM] foot tall . How much taller was Miki 's sandcastle than her sister 's ?",How much taller was Miki 's sandcastle than her sister 's ?,0.8333333333333334 0.5,n0 - n1,0.3333333333333334,
Cheryl starts with 8.0 Skittles . Kathryn gives Cheryl 89.0 more . How many Skittles does Cheryl end with ?,Cheryl starts with [NUM] Skittles . Kathryn gives Cheryl [NUM] more . How many Skittles does Cheryl end with ?,How many Skittles does Cheryl end with ?,8.0 89.0,n0 + n1,97,
Keith has 20.0 books . Jason has 21.0 books . How many books do they have together ?,Keith has [NUM] books . Jason has [NUM] books . How many books do they have together ?,How many books do they have together ?,20.0 21.0,n0 + n1,41,
"Sam had to wash 40.0 short sleeve shirts and 23.0 long sleeve shirts before school . If he had only washed 29.0 of them by the time school started , how many did he not wash ?","Sam had to wash [NUM] short sleeve shirts and [NUM] long sleeve shirts before school . If he had only washed [NUM] of them by the time school started , how many did he not wash ?",how many did he not wash ?,40.0 23.0 29.0,( n0 + n1 ) - n2,34,
"There are 46.0 children in the classroom , each student will get 4.0 dozen pencils . How many pencils will the teacher have to give out ?","There are [NUM] children in the classroom , each student will get [NUM] dozen pencils . How many pencils will the teacher have to give out ?",How many pencils will the teacher have to give out ?,46.0 4.0,n0 * ( n1 * x12 ),2208,12
"There were 2.0 friends playing a video game online when 2.0 more players joined the game . If each player had 3.0 lives , how many lives did they have total ?","There were [NUM] friends playing a video game online when [NUM] more players joined the game . If each player had [NUM] lives , how many lives did they have total ?",how many lives did they have total ?,2.0 2.0 3.0,n2 * ( n0 + n1 ),12,
"Albert ’ s cabbage patch has 12.0 rows of cabbage . In each row , there are 15.0 heads of cabbage . How many heads of cabbage does Albert have in all ?","Albert ’ s cabbage patch has [NUM] rows of cabbage . In each row , there are [NUM] heads of cabbage . How many heads of cabbage does Albert have in all ?",How many heads of cabbage does Albert have in all ?,12.0 15.0,n0 * n1,180,
There are 22.0 oranges in a box . Paula takes 7.0 oranges . How many are left ?,There are [NUM] oranges in a box . Paula takes [NUM] oranges . How many are left ?,How many are left ?,22.0 7.0,n0 - n1,15,
"A home purchased for 300000.0 dollars depreciated 8.0 % over a 1-year period . What was the value of the home after at the end of the year , in dollars ?","A home purchased for [NUM] dollars depreciated [NUM] % over a 1-year period . What was the value of the home after at the end of the year , in dollars ?","What was the value of the home after at the end of the year , in dollars ?",300000.0 8.0,n0 - ( ( n0 * n1 ) * x0_01 ),276000,0.01
"Kaleb bought 14.0 boxes of chocolate candy and gave 5.0 to his little brother . If each box has 6.0 pieces inside it , how many pieces did Kaleb still have ?","Kaleb bought [NUM] boxes of chocolate candy and gave [NUM] to his little brother . If each box has [NUM] pieces inside it , how many pieces did Kaleb still have ?",how many pieces did Kaleb still have ?,14.0 5.0 6.0,n2 * ( n0 - n1 ),54,
"The school cafeteria ordered 6.0 red apples and 15.0 green apples for students lunches . But , if only 5.0 students wanted fruit , how many extra did the cafeteria end up with ?","The school cafeteria ordered [NUM] red apples and [NUM] green apples for students lunches . But , if only [NUM] students wanted fruit , how many extra did the cafeteria end up with ?",how many extra did the cafeteria end up with ?,6.0 15.0 5.0,( n0 + n1 ) - n2,16,
