Text,Problem,Question,Numbers,Equation,Answer
edward earned 8 dollars for every lawn he mowed . if he mowed 5 lawns and he already had 7 dollars saved up how much money does he have total ?,edward earned [NUM] dollars for every lawn he mowed . if he mowed [NUM] lawns and he already had [NUM] dollars saved up how much money does he have total ?,how much money does he have total ?,8 5 7,( n1 * n0 ) + n2,47
at a comic convention janet wanted to buy 8 comics but each one costs 4 dollars plus it costs 2 to even get in . how much money should she take with her so she can get in and buy what she wants ?,at a comic convention janet wanted to buy [NUM] comics but each one costs [NUM] dollars plus it costs [NUM] to even get in . how much money should she take with her so she can get in and buy what she wants ?,how much money should she take with her so she can get in and buy what she wants ?,8 4 2,( n0 * n1 ) + n2,34
olivia had 7 math problems to complete . she spent about 4 minutes on each problem and then she spent 3 minutes checking her answers . how many minutes did she spend total ?,olivia had [NUM] math problems to complete . she spent about [NUM] minutes on each problem and then she spent [NUM] minutes checking her answers . how many minutes did she spend total ?,how many minutes did she spend total ?,7 4 3,( n0 * n1 ) + n2,31
at band practice there were 4 rows of students with 8 students in each row and then another 9 students in the back . how many students were there total ?,at band practice there were [NUM] rows of students with [NUM] students in each row and then another [NUM] students in the back . how many students were there total ?,how many students were there total ?,4 8 9,( n0 * n1 ) + n2,41
a lawn care company bought 4 lawnmower blade for $ 8 each . they also bought a spool of weed eater string for $ 7 . how much money did they spend on supplies ?,a lawn care company bought [NUM] lawnmower blade for $ [NUM] each . they also bought a spool of weed eater string for $ [NUM] . how much money did they spend on supplies ?,how much money did they spend on supplies ?,4 8 7,( n0 * n1 ) + n2,39
while playing a game frank defeated 6 enemies . each enemy earned him 9 points . then he got another 8 points for completing the level . how many points did he earn total ?,while playing a game frank defeated [NUM] enemies . each enemy earned him [NUM] points . then he got another [NUM] points for completing the level . how many points did he earn total ?,how many points did he earn total ?,6 9 8,( n0 * n1 ) + n2,62
a baker made 2 batches of chocolate chip cookies . each batch had 3 cookies in it . then he made an additional 4 oatmeal cookies just in case someone did n't want chocolate chip . how many cookies did he bake total ?,a baker made [NUM] batches of chocolate chip cookies . each batch had [NUM] cookies in it . then he made an additional [NUM] oatmeal cookies just in case someone did n't want chocolate chip . how many cookies did he bake total ?,how many cookies did he bake total ?,2 3 4,( n0 * n1 ) + n2,10
a florist needed to use 2 pounds of fertilizer for 9 days and then on the final day use the normal amount plus another 4 pounds . how many pounds of fertilizer will she use all together ?,a florist needed to use [NUM] pounds of fertilizer for [NUM] days and then on the final day use the normal amount plus another [NUM] pounds . how many pounds of fertilizer will she use all together ?,how many pounds of fertilizer will she use all together ?,2 9 4,( n0 * n1 ) + n2,22
a report said that each day the average youtube viewer watches 2 videos with each video lasting 7 minutes . additionally they also watch 3 minutes of ads . according to the report how many minutes total do people spend on youtube ?,a report said that each day the average youtube viewer watches [NUM] videos with each video lasting [NUM] minutes . additionally they also watch [NUM] minutes of ads . according to the report how many minutes total do people spend on youtube ?,how many minutes total do people spend on youtube ?,2 7 3,( n0 * n1 ) + n2,17
adam had 8 boxes of toys . each box had 6 toys . later adam bought 5 more toys . how many toys did he have total ?,adam had [NUM] boxes of toys . each box had [NUM] toys . later adam bought [NUM] more toys . how many toys did he have total ?,how many toys did he have total ?,8 6 5,( n0 * n1 ) + n2,53
edward spent $ 2 on a board game and then he bought 4 action figures for $ 7 each . how much money did he spend on the game and figures ?,edward spent $ [NUM] on a board game and then he bought [NUM] action figures for $ [NUM] each . how much money did he spend on the game and figures ?,how much money did he spend on the game and figures ?,2 4 7,( n1 * n2 ) + n0,30
a company was offering a special on cell phones for $ 2 each . but only if you spent 7 dollars a month for 4 months . how much would it end up costing you total if you bought 1 phone ?,a company was offering a special on cell phones for $ [NUM] each . but only if you spent [NUM] dollars a month for [NUM] months . how much would it end up costing you total if you bought [NUM] phone ?,how much would it end up costing you total if you bought [NUM] phone ?,2 7 4 1,( n1 * n2 ) + n0,30
a grocery store had 49 bottles of regular soda and 35 bottles of diet soda . how many bottles did they have total ?,a grocery store had [NUM] bottles of regular soda and [NUM] bottles of diet soda . how many bottles did they have total ?,how many bottles did they have total ?,49 35,n0 + n1,84
while playing a game sam had 92 points . if he scored another 3 points how many points would he have total ?,while playing a game sam had [NUM] points . if he scored another [NUM] points how many points would he have total ?,how many points would he have total ?,92 3,n0 + n1,95
in the first half of a trivia game kaleb scored 43 points . in the second half he scored 23 points . how many points did he score total ?,in the first half of a trivia game kaleb scored [NUM] points . in the second half he scored [NUM] points . how many points did he score total ?,how many points did he score total ?,43 23,n0 + n1,66
for a party henry spent 45 dollars on food and 33 dollars on drinks . how much did henry spend total ?,for a party henry spent [NUM] dollars on food and [NUM] dollars on drinks . how much did henry spend total ?,how much did henry spend total ?,45 33,n0 + n1,78
a restaurant sold 77 sodas in the morning and 19 in the afternoon . how many sodas did they sell total ?,a restaurant sold [NUM] sodas in the morning and [NUM] in the afternoon . how many sodas did they sell total ?,how many sodas did they sell total ?,77 19,n0 + n1,96
bianca spent 22 minutes drawing at school and 19 minutes drawing at home . how many minutes total did she spend drawing ?,bianca spent [NUM] minutes drawing at school and [NUM] minutes drawing at home . how many minutes total did she spend drawing ?,how many minutes total did she spend drawing ?,22 19,n0 + n1,41
there were 61 people in line at lunch when 22 more got in line . how many people were there total in line ?,there were [NUM] people in line at lunch when [NUM] more got in line . how many people were there total in line ?,how many people were there total in line ?,61 22,n0 + n1,83
a fast food restaurant sold 58 small hotdogs and 21 large hotdogs . how many hotdogs did they sell total ?,a fast food restaurant sold [NUM] small hotdogs and [NUM] large hotdogs . how many hotdogs did they sell total ?,how many hotdogs did they sell total ?,58 21,n0 + n1,79
henry had $ 54 . later he sold some of his old toys and got another $ 2 . how much money does he have total ?,henry had $ [NUM] . later he sold some of his old toys and got another $ [NUM] . how much money does he have total ?,how much money does he have total ?,54 2,n0 + n1,56
an aquarium had 10 fish in it . later they added 3 fish . how many fish are in the aquarium now ?,an aquarium had [NUM] fish in it . later they added [NUM] fish . how many fish are in the aquarium now ?,how many fish are in the aquarium now ?,10 3,n0 + n1,13
maria had 50 sheets of paper in her desk and 41 more in her backpack . how many did she have total ?,maria had [NUM] sheets of paper in her desk and [NUM] more in her backpack . how many did she have total ?,how many did she have total ?,50 41,n0 + n1,91
on facebook debby had 63 photos of her friends and 23 photos of her family . how many photos did she have total ?,on facebook debby had [NUM] photos of her friends and [NUM] photos of her family . how many photos did she have total ?,how many photos did she have total ?,63 23,n0 + n1,86
adam had 79 dollars saved up . after doing some chores his mother gave him another 13 dollars . how much money does he have total ?,adam had [NUM] dollars saved up . after doing some chores his mother gave him another [NUM] dollars . how much money does he have total ?,how much money does he have total ?,79 13,n0 + n1,92
debby received 21 text messages before noon and another 18 after noon . how many text messages did debby receive total ?,debby received [NUM] text messages before noon and another [NUM] after noon . how many text messages did debby receive total ?,how many text messages did debby receive total ?,21 18,n0 + n1,39
at the fair amy started with 33 tickets and then bought 21 more . how many tickets did amy have total ?,at the fair amy started with [NUM] tickets and then bought [NUM] more . how many tickets did amy have total ?,how many tickets did amy have total ?,33 21,n0 + n1,54
mike collected 71 cans to recycle on monday and 27 more on tuesday . how many cans did mike collect all together ?,mike collected [NUM] cans to recycle on monday and [NUM] more on tuesday . how many cans did mike collect all together ?,how many cans did mike collect all together ?,71 27,n0 + n1,98
a baker already had 78 cakes but made 9 extra . how many cakes did the baker have total ?,a baker already had [NUM] cakes but made [NUM] extra . how many cakes did the baker have total ?,how many cakes did the baker have total ?,78 9,n0 + n1,87
at the zoo zoe took 67 pictures . if her sister took another 17 pictures how many did they take total ?,at the zoo zoe took [NUM] pictures . if her sister took another [NUM] pictures how many did they take total ?,how many did they take total ?,67 17,n0 + n1,84
at the arcade henry had won 58 tickets . later he won 40 more tickets . how many tickets did henry have total ?,at the arcade henry had won [NUM] tickets . later he won [NUM] more tickets . how many tickets did henry have total ?,how many tickets did henry have total ?,58 40,n0 + n1,98
katie had 72 ds games and her friend had 23 games . how many do they have total ?,katie had [NUM] ds games and her friend had [NUM] games . how many do they have total ?,how many do they have total ?,72 23,n0 + n1,95
sam was playing basketball with his friend . sam scored 75 points and his friend scored 12 points . how many points did they score total ?,sam was playing basketball with his friend . sam scored [NUM] points and his friend scored [NUM] points . how many points did they score total ?,how many points did they score total ?,75 12,n0 + n1,87
while exercising paul did 59 push-ups in the morning and 38 more in the afternoon . how many push-ups did paul do total ?,while exercising paul did [NUM] push-ups in the morning and [NUM] more in the afternoon . how many push-ups did paul do total ?,how many push-ups did paul do total ?,59 38,n0 + n1,97
a farmer planted 20 seeds on wednesday and another 2 seeds on thursday . how many seeds did he plant total ?,a farmer planted [NUM] seeds on wednesday and another [NUM] seeds on thursday . how many seeds did he plant total ?,how many seeds did he plant total ?,20 2,n0 + n1,22
haley watched tv for 6 hours on saturday and 3 hours on sunday . how many hours did haley watch tv total ?,haley watched tv for [NUM] hours on saturday and [NUM] hours on sunday . how many hours did haley watch tv total ?,how many hours did haley watch tv total ?,6 3,n0 + n1,9
victor had $ 10 . for his allowance he got another $ 8 . how much money does he have total ?,victor had $ [NUM] . for his allowance he got another $ [NUM] . how much money does he have total ?,how much money does he have total ?,10 8,n0 + n1,18
for halloween frank got 10 pounds of candy and gwen got 7 pounds of candy . what is the combined weight they received ?,for halloween frank got [NUM] pounds of candy and gwen got [NUM] pounds of candy . what is the combined weight they received ?,what is the combined weight they received ?,10 7,n0 + n1,17
a store sold 8 cold drinks and 3 hot drinks . how many drinks did they sell total ?,a store sold [NUM] cold drinks and [NUM] hot drinks . how many drinks did they sell total ?,how many drinks did they sell total ?,8 3,n0 + n1,11
a pet store had 6 kittens . if they got another 3 kittens how many would they have total ?,a pet store had [NUM] kittens . if they got another [NUM] kittens how many would they have total ?,how many would they have total ?,6 3,n0 + n1,9
faye had 7 books . if she bought 12 more at a yard sale how many would she have total ?,faye had [NUM] books . if she bought [NUM] more at a yard sale how many would she have total ?,how many would she have total ?,7 12,n0 + n1,19
john has 12 shirts . later he bought 4 more shirts . how many shirts does john have total ?,john has [NUM] shirts . later he bought [NUM] more shirts . how many shirts does john have total ?,how many shirts does john have total ?,12 4,n0 + n1,16
roger went to the movies 15 times last year and 3 times this year . how many times did roger go to the movies all together ?,roger went to the movies [NUM] times last year and [NUM] times this year . how many times did roger go to the movies all together ?,how many times did roger go to the movies all together ?,15 3,n0 + n1,18
victor had 9 books . during the book fair he bought 3 more . how many books did victor have total ?,victor had [NUM] books . during the book fair he bought [NUM] more . how many books did victor have total ?,how many books did victor have total ?,9 3,n0 + n1,12
katie had 12 pencils in her desk and 3 more in her backpack . how many did she have total ?,katie had [NUM] pencils in her desk and [NUM] more in her backpack . how many did she have total ?,how many did she have total ?,12 3,n0 + n1,15
debby had 12 pounds of flour . if she bought another 4 pounds how many pounds would she have total ?,debby had [NUM] pounds of flour . if she bought another [NUM] pounds how many pounds would she have total ?,how many pounds would she have total ?,12 4,n0 + n1,16
at the fair haley went on 6 rides in the day and 3 at night . how many rides did haley go on total ?,at the fair haley went on [NUM] rides in the day and [NUM] at night . how many rides did haley go on total ?,how many rides did haley go on total ?,6 3,n0 + n1,9
jerry owned 7 video games . for his birthday he got 2 more . how many games did jerry have total ?,jerry owned [NUM] video games . for his birthday he got [NUM] more . how many games did jerry have total ?,how many games did jerry have total ?,7 2,n0 + n1,9
there were 10 people on the bus . at the next stop 3 more people got on the bus . how many people are there on the bus now ?,there were [NUM] people on the bus . at the next stop [NUM] more people got on the bus . how many people are there on the bus now ?,how many people are there on the bus now ?,10 3,n0 + n1,13
a waiter had 47 customers to wait on . if 41 customers left and he got another 20 customers how many customers would he have ?,a waiter had [NUM] customers to wait on . if [NUM] customers left and he got another [NUM] customers how many customers would he have ?,how many customers would he have ?,47 41 20,( n0 - n1 ) + n2,26
a teacher had 38 worksheets to grade . if she graded 4 but then another 15 were turned in how many worksheets would she have to grade ?,a teacher had [NUM] worksheets to grade . if she graded [NUM] but then another [NUM] were turned in how many worksheets would she have to grade ?,how many worksheets would she have to grade ?,38 4 15,( n0 - n1 ) + n2,49
a book store had 4 books in the bargin bin . if they sold 3 books but then put 10 more in the bin how many books would be in the bin ?,a book store had [NUM] books in the bargin bin . if they sold [NUM] books but then put [NUM] more in the bin how many books would be in the bin ?,how many books would be in the bin ?,4 3 10,( n0 - n1 ) + n2,11
bianca had 45 coloring books . if she gave away 6 of them but then bought 20 more how many would she have total ?,bianca had [NUM] coloring books . if she gave away [NUM] of them but then bought [NUM] more how many would she have total ?,how many would she have total ?,45 6 20,( n0 - n1 ) + n2,59
adam had 33 books . if he sold 11 of them and used the money he earned to buy 23 new books how many books would adam have ?,adam had [NUM] books . if he sold [NUM] of them and used the money he earned to buy [NUM] new books how many books would adam have ?,how many books would adam have ?,33 11 23,( n0 - n1 ) + n2,45
robin had 30 songs on her 3 player . if she deleted 8 old songs from it and then added 10 new songs how many songs does she have on her 3 player ?,robin had [NUM] songs on her [NUM] player . if she deleted [NUM] old songs from it and then added [NUM] new songs how many songs does she have on her [NUM] player ?,how many songs does she have on her [NUM] player ?,30 3 8 10 3,( n0 - n2 ) + n3,32
the school cafeteria had 17 apples . if they used 2 to make lunch for the students and then bought 23 more how many apples would they have ?,the school cafeteria had [NUM] apples . if they used [NUM] to make lunch for the students and then bought [NUM] more how many apples would they have ?,how many apples would they have ?,17 2 23,( n0 - n1 ) + n2,38
nancy picked 12 carrots from her garden . if she threw out 2 of them and then picked 21 more the next day how many carrots would she have total ?,nancy picked [NUM] carrots from her garden . if she threw out [NUM] of them and then picked [NUM] more the next day how many carrots would she have total ?,how many carrots would she have total ?,12 2 21,( n0 - n1 ) + n2,31
zoe had 42 bottles of water in her fridge . if she drank 25 of them and then bought 30 more how many bottles would she have ?,zoe had [NUM] bottles of water in her fridge . if she drank [NUM] of them and then bought [NUM] more how many bottles would she have ?,how many bottles would she have ?,42 25 30,( n0 - n1 ) + n2,47
luke had 48 dollars in january . by march he had spent 11 dollars . if he got another 21 dollars from his mom how much money would he have ?,luke had [NUM] dollars in january . by march he had spent [NUM] dollars . if he got another [NUM] dollars from his mom how much money would he have ?,how much money would he have ?,48 11 21,( n0 - n1 ) + n2,58
a florist had 50 roses . if she sold 15 of them and then later picked 21 more how many roses would she have ?,a florist had [NUM] roses . if she sold [NUM] of them and then later picked [NUM] more how many roses would she have ?,how many roses would she have ?,50 15 21,( n0 - n1 ) + n2,56
at the arcade dave won 11 tickets . if he spent 5 tickets on a beanie and later won 10 more tickets how many would he have ?,at the arcade dave won [NUM] tickets . if he spent [NUM] tickets on a beanie and later won [NUM] more tickets how many would he have ?,how many would he have ?,11 5 10,( n0 - n1 ) + n2,16
a store had 40 oranges in a bin . if they threw away 25 of the old 1 and put 21 new 1 in the bin how many would be in the bin ?,a store had [NUM] oranges in a bin . if they threw away [NUM] of the old [NUM] and put [NUM] new [NUM] in the bin how many would be in the bin ?,how many would be in the bin ?,40 25 1 21 1,( n0 - n1 ) + n3,36
vanessa uploaded 23 pictures from her phone and 7 from her camera to facebook . if she sorted the pics into 5 different albums with the same amount of pics in each album how many pictures were in each of the albums ?,vanessa uploaded [NUM] pictures from her phone and [NUM] from her camera to facebook . if she sorted the pics into [NUM] different albums with the same amount of pics in each album how many pictures were in each of the albums ?,how many pictures were in each of the albums ?,23 7 5,( n0 + n1 ) / n2,6
for a birthday party cody bought 30 regular sodas and 5 diet sodas . if his fridge would only hold 7 on each shelf how many shelves would he fill up ?,for a birthday party cody bought [NUM] regular sodas and [NUM] diet sodas . if his fridge would only hold [NUM] on each shelf how many shelves would he fill up ?,how many shelves would he fill up ?,30 5 7,( n0 + n1 ) / n2,5
paul made 44 dollars mowing lawns and 28 dollars weed eating . if he only spent 9 dollar a week how long would the money last him ?,paul made [NUM] dollars mowing lawns and [NUM] dollars weed eating . if he only spent [NUM] dollar a week how long would the money last him ?,how long would the money last him ?,44 28 9,( n0 + n1 ) / n2,8
chloe and her friends were recycling paper for their class . for every 6 pounds they recycled they earned 1 point . if chloe recycled 28 pounds and her friends recycled 2 pounds how many points did they earn ?,chloe and her friends were recycling paper for their class . for every [NUM] pounds they recycled they earned [NUM] point . if chloe recycled [NUM] pounds and her friends recycled [NUM] pounds how many points did they earn ?,how many points did they earn ?,6 1 28 2,( n2 + n3 ) / n0,5
a group of 9 friends went into a restaurant . the chef already had 2 chicken wings cooked but cooked 25 more for the group . if they each got the same amount how many would each person get ?,a group of [NUM] friends went into a restaurant . the chef already had [NUM] chicken wings cooked but cooked [NUM] more for the group . if they each got the same amount how many would each person get ?,how many would each person get ?,9 2 25,( n1 + n2 ) / n0,3
a pet shelter had 23 puppies when another 2 were brought in . if 5 puppies a day are adopted how long would it take for all of them to be adopted ?,a pet shelter had [NUM] puppies when another [NUM] were brought in . if [NUM] puppies a day are adopted how long would it take for all of them to be adopted ?,how long would it take for all of them to be adopted ?,23 2 5,( n0 + n1 ) / n2,5
dave was organizing his baseball cards in a binder with 8 on each page . if he had 3 new cards and 13 old cards to put in the binder how many pages would he use ?,dave was organizing his baseball cards in a binder with [NUM] on each page . if he had [NUM] new cards and [NUM] old cards to put in the binder how many pages would he use ?,how many pages would he use ?,8 3 13,( n1 + n2 ) / n0,2
ned was helping the cafeteria workers pick up lunch trays but he could only carry 8 trays at a time . if he had to pick up 27 trays from 1 table and 5 trays from another how many trips will he make ?,ned was helping the cafeteria workers pick up lunch trays but he could only carry [NUM] trays at a time . if he had to pick up [NUM] trays from [NUM] table and [NUM] trays from another how many trips will he make ?,how many trips will he make ?,8 27 1 5,( n3 + n1 ) / n0,4
a vase can hold 9 flowers . if you had 4 carnations and 23 roses how many vases would you need to hold the flowers ?,a vase can hold [NUM] flowers . if you had [NUM] carnations and [NUM] roses how many vases would you need to hold the flowers ?,how many vases would you need to hold the flowers ?,9 4 23,( n1 + n2 ) / n0,3
gwen 's class is going on a field trip to the zoo . if each van can hold 7 people and there are 33 students and 9 adults going how many vans will they need ?,gwen 's class is going on a field trip to the zoo . if each van can hold [NUM] people and there are [NUM] students and [NUM] adults going how many vans will they need ?,how many vans will they need ?,7 33 9,( n2 + n1 ) / n0,6
for halloween isabel received 16 pieces of candy from neighbors and 5 pieces from her older sister . if she only ate 3 pieces a day how long would the candy last her ?,for halloween isabel received [NUM] pieces of candy from neighbors and [NUM] pieces from her older sister . if she only ate [NUM] pieces a day how long would the candy last her ?,how long would the candy last her ?,16 5 3,( n0 + n1 ) / n2,7
while playing at the arcade kaleb won 8 tickets playing 'whack a mole ' and 7 tickets playing 'skee ball ' . if he was trying to buy candy that cost 5 tickets a piece how many could he buy ?,while playing at the arcade kaleb won [NUM] tickets playing 'whack a mole ' and [NUM] tickets playing 'skee ball ' . if he was trying to buy candy that cost [NUM] tickets a piece how many could he buy ?,how many could he buy ?,8 7 5,( n0 + n1 ) / n2,3
at the town carnival billy rode the ferris wheel 7 times and the bumper cars 3 times . if each ride cost 5 tickets how many tickets did he use ?,at the town carnival billy rode the ferris wheel [NUM] times and the bumper cars [NUM] times . if each ride cost [NUM] tickets how many tickets did he use ?,how many tickets did he use ?,7 3 5,( n0 + n1 ) * n2,50
wendy was playing a video game where she scores 5 points for each treasure she finds . if she found 4 treasures on the first level and 3 on the second what would her score be ?,wendy was playing a video game where she scores [NUM] points for each treasure she finds . if she found [NUM] treasures on the first level and [NUM] on the second what would her score be ?,what would her score be ?,5 4 3,( n1 + n2 ) * n0,35
paul bought 6 boxes of chocolate candy and 4 boxes of caramel candy . if each box has 9 pieces inside it how much candy did he have total ?,paul bought [NUM] boxes of chocolate candy and [NUM] boxes of caramel candy . if each box has [NUM] pieces inside it how much candy did he have total ?,how much candy did he have total ?,6 4 9,( n0 + n1 ) * n2,90
haley 's favorite band was holding a concert where tickets were 4 dollars each . haley bought 3 tickets for herself and her friends and 5 extra tickets in case anyone else wanted to go . how much did she spend ?,haley 's favorite band was holding a concert where tickets were [NUM] dollars each . haley bought [NUM] tickets for herself and her friends and [NUM] extra tickets in case anyone else wanted to go . how much did she spend ?,how much did she spend ?,4 3 5,( n1 + n2 ) * n0,32
victor and his friend were buying trick decks from the magic shop for 8 dollars each . how much did they spend if victor bought 6 decks and his friend bought 2 decks ?,victor and his friend were buying trick decks from the magic shop for [NUM] dollars each . how much did they spend if victor bought [NUM] decks and his friend bought [NUM] decks ?,how much did they spend if victor bought [NUM] decks and his friend bought [NUM] decks ?,8 6 2,( n1 + n2 ) * n0,64
tiffany had 6 pages of math homework and 4 pages of reading homework . if each page had 3 problems on it how many problems did she have to complete total ?,tiffany had [NUM] pages of math homework and [NUM] pages of reading homework . if each page had [NUM] problems on it how many problems did she have to complete total ?,how many problems did she have to complete total ?,6 4 3,( n0 + n1 ) * n2,30
gwen was organizing her book case making sure each of the shelves had exactly 4 books on it . if she had 5 shelves of mystery books and 3 shelves of picture books how many books did she have total ?,gwen was organizing her book case making sure each of the shelves had exactly [NUM] books on it . if she had [NUM] shelves of mystery books and [NUM] shelves of picture books how many books did she have total ?,how many books did she have total ?,4 5 3,( n1 + n2 ) * n0,32
a store had 87 coloring books in stock . they ended up putting them on sale and getting rid of 33 of them . the put the 1 they still had onto shelves with 6 on each shelf . how many shelves did they use ?,a store had [NUM] coloring books in stock . they ended up putting them on sale and getting rid of [NUM] of them . the put the [NUM] they still had onto shelves with [NUM] on each shelf . how many shelves did they use ?,how many shelves did they use ?,87 33 1 6,( n0 - n1 ) / n3,9
a waiter had 62 customers in his section . if 17 of them left and the rest of his tables had 9 people at each table how many tables did he have ?,a waiter had [NUM] customers in his section . if [NUM] of them left and the rest of his tables had [NUM] people at each table how many tables did he have ?,how many tables did he have ?,62 17 9,( n0 - n1 ) / n2,5
tom had 36 pieces of clothing to wash. he put 18 of them in 1 load but decided to split the rest into 2 equal loads . how many pieces of clothing could go in each of the small loads ?,tom had [NUM] pieces of clothing to wash. he put [NUM] of them in [NUM] load but decided to split the rest into [NUM] equal loads . how many pieces of clothing could go in each of the small loads ?,how many pieces of clothing could go in each of the small loads ?,36 18 1 2,( n0 - n1 ) / n3,9
nancy had 43 files on her computer . she deleted 31 of them and put the rest into folders with 6 files in each one . how many folders did nancy end up with ?,nancy had [NUM] files on her computer . she deleted [NUM] of them and put the rest into folders with [NUM] files in each one . how many folders did nancy end up with ?,how many folders did nancy end up with ?,43 31 6,( n0 - n1 ) / n2,2
mike made 90 dollars mowing lawns over the summer . if he spent 45 dollars buying new mower blades how many 5 dollar games could he buy with the money he had left ?,mike made [NUM] dollars mowing lawns over the summer . if he spent [NUM] dollars buying new mower blades how many [NUM] dollar games could he buy with the money he had left ?,how many [NUM] dollar games could he buy with the money he had left ?,90 45 5,( n0 - n1 ) / n2,9
a pet store had 45 puppies . in 1 day they sold 39 of them and put the rest into cages with 2 in each cage . how many cages did they use ?,a pet store had [NUM] puppies . in [NUM] day they sold [NUM] of them and put the rest into cages with [NUM] in each cage . how many cages did they use ?,how many cages did they use ?,45 1 39 2,( n0 - n2 ) / n3,3
faye picked 88 flowers for her friend 's wedding . she was making bouquets with 5 flowers in each one . if 48 of the flowers wilted before the wedding how many bouquets could she still make ?,faye picked [NUM] flowers for her friend 's wedding . she was making bouquets with [NUM] flowers in each one . if [NUM] of the flowers wilted before the wedding how many bouquets could she still make ?,how many bouquets could she still make ?,88 5 48,( n0 - n2 ) / n1,8
roger had 63 dollars . if he spent 48 bucks on a new game how many 3 dollar toys could he buy with the money he had left ?,roger had [NUM] dollars . if he spent [NUM] bucks on a new game how many [NUM] dollar toys could he buy with the money he had left ?,how many [NUM] dollar toys could he buy with the money he had left ?,63 48 3,( n0 - n1 ) / n2,5
roger is at the library helping put away books . there are 54 book to put away total but a librarian takes 19 of them and leaves roger with the rest . if he can fit 5 books on a shelf how many shelves will he need ?,roger is at the library helping put away books . there are [NUM] book to put away total but a librarian takes [NUM] of them and leaves roger with the rest . if he can fit [NUM] books on a shelf how many shelves will he need ?,how many shelves will he need ?,54 19 5,( n0 - n1 ) / n2,7
faye 's team won their baseball game and scored 68 points total . if faye scored 28 of the points and everyone else scored 8 points each how many players were on her team ?,faye 's team won their baseball game and scored [NUM] points total . if faye scored [NUM] of the points and everyone else scored [NUM] points each how many players were on her team ?,how many players were on her team ?,68 28 8,( n0 - n1 ) / n2,5
a company invited 68 people to a luncheon but 50 of them did n't show up . if the tables they had held 3 people each how many tables do they need ?,a company invited [NUM] people to a luncheon but [NUM] of them did n't show up . if the tables they had held [NUM] people each how many tables do they need ?,how many tables do they need ?,68 50 3,( n0 - n1 ) / n2,6
for halloween bianca received 17 pieces of candy . she ate 2 pieces then placed the rest into piles with 3 in each pile . how many piles could she make ?,for halloween bianca received [NUM] pieces of candy . she ate [NUM] pieces then placed the rest into piles with [NUM] in each pile . how many piles could she make ?,how many piles could she make ?,17 2 3,( n0 - n1 ) / n2,5
the cafeteria had 51 apples . for lunch they handed out 41 to students and decided to use the rest to make pies . if each pie takes 5 apples how many pies could they make ?,the cafeteria had [NUM] apples . for lunch they handed out [NUM] to students and decided to use the rest to make pies . if each pie takes [NUM] apples how many pies could they make ?,how many pies could they make ?,51 41 5,( n0 - n1 ) / n2,2
jerry was selling his old games . he started out with 68 but sold 4 of them . he packed the rest up putting 8 games into each box . how many boxes did he have to use ?,jerry was selling his old games . he started out with [NUM] but sold [NUM] of them . he packed the rest up putting [NUM] games into each box . how many boxes did he have to use ?,how many boxes did he have to use ?,68 4 8,( n0 - n1 ) / n2,8
a new building needed 14 windows . the builder had already installed 5 of them . if it takes 4 hours to install each window how long will it take him to install the rest ?,a new building needed [NUM] windows . the builder had already installed [NUM] of them . if it takes [NUM] hours to install each window how long will it take him to install the rest ?,how long will it take him to install the rest ?,14 5 4,( n0 - n1 ) * n2,36
in a video game each enemy defeated gives you 3 points . if a level has 6 enemies total and you destroy all but 2 of them how many points would you earn ?,in a video game each enemy defeated gives you [NUM] points . if a level has [NUM] enemies total and you destroy all but [NUM] of them how many points would you earn ?,how many points would you earn ?,3 6 2,( n1 - n2 ) * n0,12
wendy earned 5 points for each bag of cans she recycled . if she had 11 bags but did n't recycle 2 of them how many points would she have earned ?,wendy earned [NUM] points for each bag of cans she recycled . if she had [NUM] bags but did n't recycle [NUM] of them how many points would she have earned ?,how many points would she have earned ?,5 11 2,( n1 - n2 ) * n0,45
kaleb bought 14 boxes of chocolate candy and gave 5 to his little brother . if each box has 6 pieces inside it how many pieces did kaleb still have ?,kaleb bought [NUM] boxes of chocolate candy and gave [NUM] to his little brother . if each box has [NUM] pieces inside it how many pieces did kaleb still have ?,how many pieces did kaleb still have ?,14 5 6,( n0 - n1 ) * n2,54
adam earned 9 dollars for each lawn he mowed . if he had 12 lawns to mow but forgot to mow 8 of them how much money did he actually earn ?,adam earned [NUM] dollars for each lawn he mowed . if he had [NUM] lawns to mow but forgot to mow [NUM] of them how much money did he actually earn ?,how much money did he actually earn ?,9 12 8,( n1 - n2 ) * n0,36
a magician was selling magic card decks for 2 dollars each . if he started with 5 decks and by the end of the day he had 3 left how much money did he earn ?,a magician was selling magic card decks for [NUM] dollars each . if he started with [NUM] decks and by the end of the day he had [NUM] left how much money did he earn ?,how much money did he earn ?,2 5 3,( n1 - n2 ) * n0,4
at lunch a waiter had 10 customers and 5 of them did n't leave a tip . if he got $ 3 each from the 1 who did tip how much money did he earn ?,at lunch a waiter had [NUM] customers and [NUM] of them did n't leave a tip . if he got $ [NUM] each from the [NUM] who did tip how much money did he earn ?,how much money did he earn ?,10 5 3 1,( n0 - n1 ) * n2,15
dave had 10 video games but 2 of them were n't working . if he wanted to sell the working games for $ 4 each how much money could he earn ?,dave had [NUM] video games but [NUM] of them were n't working . if he wanted to sell the working games for $ [NUM] each how much money could he earn ?,how much money could he earn ?,10 2 4,( n0 - n1 ) * n2,32
