Text,Problem,Question,Numbers,Equation,Answer,Constants
"A worksheet had 7.0 problems on it . If a teacher had 17.0 worksheets to grade and had already graded 8.0 of them , how many more problems does she have to grade ?","A worksheet had [NUM] problems on it . If a teacher had [NUM] worksheets to grade and had already graded [NUM] of them , how many more problems does she have to grade ?",how many more problems does she have to grade ?,7.0 17.0 8.0,n0 * ( n1 - n2 ),63,
"A pet shelter had 5.0 puppies when another 35.0 were brought in . If 8.0 puppies a day are adopted , how long would it take for all of them to be adopted ?","A pet shelter had [NUM] puppies when another [NUM] were brought in . If [NUM] puppies a day are adopted , how long would it take for all of them to be adopted ?",how long would it take for all of them to be adopted ?,5.0 35.0 8.0,( n0 + n1 ) / n2,5,
Fred had 7.0 dimes in his bank . His sister borrowed 3.0 of his dimes . How many dimes does Fred have now ?,Fred had [NUM] dimes in his bank . His sister borrowed [NUM] of his dimes . How many dimes does Fred have now ?,How many dimes does Fred have now ?,7.0 3.0,n0 - n1,4,
Sally had 760.0 quarters in her bank . She spent 418.0 of her quarters . How many quarters does she have now ?,Sally had [NUM] quarters in her bank . She spent [NUM] of her quarters . How many quarters does she have now ?,How many quarters does she have now ?,760.0 418.0,n0 - n1,342,
Lisa rented 4.0 DVDs for $ 4.8 . How much did each DVD cost to rent ?,Lisa rented [NUM] DVDs for $ [NUM] . How much did each DVD cost to rent ?,How much did each DVD cost to rent ?,4.0 4.8,n1 / n0,1.2,
"While on vacation , Megan took 15.0 pictures at the zoo and 18.0 at the museum . If she later deleted 31.0 of the pictures , how many pictures from her vacation did she still have ?","While on vacation , Megan took [NUM] pictures at the zoo and [NUM] at the museum . If she later deleted [NUM] of the pictures , how many pictures from her vacation did she still have ?",how many pictures from her vacation did she still have ?,15.0 18.0 31.0,( n0 + n1 ) - n2,2,
"For Halloween Sarah received 66.0 pieces of candy from neighbors and 15.0 pieces from her older sister . If she only ate 9.0 pieces a day , how long would the candy last her ?","For Halloween Sarah received [NUM] pieces of candy from neighbors and [NUM] pieces from her older sister . If she only ate [NUM] pieces a day , how long would the candy last her ?",how long would the candy last her ?,66.0 15.0 9.0,( n0 + n1 ) / n2,9,
A DVD book holds 126.0 DVDs . There are 81.0 DVDs already in the book . How many more DVDs can be put in the book ?,A DVD book holds [NUM] DVDs . There are [NUM] DVDs already in the book . How many more DVDs can be put in the book ?,How many more DVDs can be put in the book ?,126.0 81.0,n0 - n1,45,
"If Benjamin skated 80.0 kilometers at 10.0 kilometers per hour , how long was Benjamin skating ?","If Benjamin skated [NUM] kilometers at [NUM] kilometers per hour , how long was Benjamin skating ?",how long was Benjamin skating ?,80.0 10.0,n0 / n1,8,
"The selling price of a pair of pants is 34.0 dollars . If the store paid 8.0 dollars less for the pants , find the price that the store paid , in dollars .","The selling price of a pair of pants is [NUM] dollars . If the store paid [NUM] dollars less for the pants , find the price that the store paid , in dollars .","find the price that the store paid , in dollars .",34.0 8.0,n0 - n1,26,
"Fred went to 36.0 basketball games this year , but missed 35.0 . He went to 11.0 games last year . How many basketball games did Fred go to in total ?","Fred went to [NUM] basketball games this year , but missed [NUM] . He went to [NUM] games last year . How many basketball games did Fred go to in total ?",How many basketball games did Fred go to in total ?,36.0 35.0 11.0,n0 + n2,47,
A dealer pays 6000.0 dollars for a car . The dealer wants to make a profit that is 25.0 % of the selling price . For how much should the dealer sell the car ?,A dealer pays [NUM] dollars for a car . The dealer wants to make a profit that is [NUM] % of the selling price . For how much should the dealer sell the car ?,how much should the dealer sell the car ?,6000.0 25.0,n0 * ( x1 + ( n1 * x0_01 ) ),7500,1 0.01
Mrs. Hilt read 4.0 books . Each book had 17.0 chapters in it . How many chapters did Mrs. Hilt read ?,Mrs. Hilt read [NUM] books . Each book had [NUM] chapters in it . How many chapters did Mrs. Hilt read ?,How many chapters did Mrs. Hilt read ?,4.0 17.0,n0 * n1,68,
Wendy uploaded 79.0 pictures to Facebook . She put 44.0 pics into one album and put the rest into 5.0 different albums . How many pictures were in each album ?,Wendy uploaded [NUM] pictures to Facebook . She put [NUM] pics into one album and put the rest into [NUM] different albums . How many pictures were in each album ?,How many pictures were in each album ?,79.0 44.0 5.0,( n0 - n1 ) / n2,7,
You have 24.0 cookies and want to share them equally with 6.0 people . How many cookies would each person get ?,You have [NUM] cookies and want to share them equally with [NUM] people . How many cookies would each person get ?,How many cookies would each person get ?,24.0 6.0,n0 / n1,4,
"A trivia team had 9.0 members total , but during a game 3.0 members did n't show up . If each member that did show up scored 2.0 points , how many points were scored total ?","A trivia team had [NUM] members total , but during a game [NUM] members did n't show up . If each member that did show up scored [NUM] points , how many points were scored total ?",how many points were scored total ?,9.0 3.0 2.0,n2 * ( n0 - n1 ),12,
Jose has 85.0 peanuts . Kenya has 48.0 more than Jose . How many peanuts does Kenya have ?,Jose has [NUM] peanuts . Kenya has [NUM] more than Jose . How many peanuts does Kenya have ?,How many peanuts does Kenya have ?,85.0 48.0,n0 + n1,133,
At a company picnic 23.0 managers and 7.0 employees decided to start a game of volleyball . If they split into 6.0 teams how many people would be on each team ?,At a company picnic [NUM] managers and [NUM] employees decided to start a game of volleyball . If they split into [NUM] teams how many people would be on each team ?,how many people would be on each team ?,23.0 7.0 6.0,( n0 + n1 ) / n2,5,
"Will was organizing his baseball cards in a binder with 3.0 on each page . If he had 8.0 new cards and 10.0 old cards to put in the binder , how many pages would he use ?","Will was organizing his baseball cards in a binder with [NUM] on each page . If he had [NUM] new cards and [NUM] old cards to put in the binder , how many pages would he use ?",how many pages would he use ?,3.0 8.0 10.0,( n1 + n2 ) / n0,6,
"A trivia team had 15.0 members total , but during a game 6.0 members did n't show up . If each member that did show up scored 3.0 points , how many points were scored total ?","A trivia team had [NUM] members total , but during a game [NUM] members did n't show up . If each member that did show up scored [NUM] points , how many points were scored total ?",how many points were scored total ?,15.0 6.0 3.0,n2 * ( n0 - n1 ),27,
How many yards of material from a 24.0 yard length of cloth remains after 3.0 pieces each 3.5 yards long and 5.0 pieces each 2.25 long are removed ?,How many yards of material from a [NUM] yard length of cloth remains after [NUM] pieces each [NUM] yards long and [NUM] pieces each [NUM] long are removed ?,How many yards of material from a [NUM] yard length of cloth remains after [NUM] pieces each [NUM] yards long and [NUM] pieces each [NUM] long are removed ?,24.0 3.0 3.5 5.0 2.25,( n0 - ( n1 * n2 ) ) - ( n3 * n4 ),2.25,
Sarah has 7.0 boxes of apples . Each box holds 7.0 apples . How many apples does Sarah have ?,Sarah has [NUM] boxes of apples . Each box holds [NUM] apples . How many apples does Sarah have ?,How many apples does Sarah have ?,7.0 7.0,n0 * n1,49,
"Isabel was selling her necklaces at a garage sale . She sold 3.0 bead necklaces and 3.0 gem stone necklaces . If each necklace cost 6.0 dollars , how much money did she earn ?","Isabel was selling her necklaces at a garage sale . She sold [NUM] bead necklaces and [NUM] gem stone necklaces . If each necklace cost [NUM] dollars , how much money did she earn ?",how much money did she earn ?,3.0 3.0 6.0,n2 * ( n0 + n1 ),36,
There are 31.0 calories in a candy bar . How many calories are there in 11.0 candy bars ?,There are [NUM] calories in a candy bar . How many calories are there in [NUM] candy bars ?,How many calories are there in [NUM] candy bars ?,31.0 11.0,n0 * n1,341,
"A florist had 6.0 roses . If she sold 5.0 of them and then later picked 12.0 more , how many roses would she have ?","A florist had [NUM] roses . If she sold [NUM] of them and then later picked [NUM] more , how many roses would she have ?",how many roses would she have ?,6.0 5.0 12.0,( n0 + n2 ) - n1,13,
"Tim got 3.0 nickels and 13.0 dimes for shining shoes , and in his tip jar found 7.0 dimes and 9.0 half - dollars . How much money did Tim get ?","Tim got [NUM] nickels and [NUM] dimes for shining shoes , and in his tip jar found [NUM] dimes and [NUM] half - dollars . How much money did Tim get ?",How much money did Tim get ?,3.0 13.0 7.0 9.0,( ( ( n0 * x0_05 ) + ( n1 * x0_1 ) ) + ( n2 * x0_1 ) ) + ( n3 * x0_5 ),6.65,0.5 0.1 0.05
Adam has $ 5.0 to buy an airplane that costs $ 4.28 . How much change will Adam get ?,Adam has $ [NUM] to buy an airplane that costs $ [NUM] . How much change will Adam get ?,How much change will Adam get ?,5.0 4.28,n0 - n1,0.72,
"There are 36.0 students trying out for the school 's trivia teams . If 9.0 of them did n't get picked for the team and the rest were put into 3.0 groups , how many students would be in each group ?","There are [NUM] students trying out for the school 's trivia teams . If [NUM] of them did n't get picked for the team and the rest were put into [NUM] groups , how many students would be in each group ?",how many students would be in each group ?,36.0 9.0 3.0,( n0 - n1 ) / n2,9,
"A waiter at ' The Greasy Spoon ' restaurant had 39.0 customers to wait on . During the lunch rush he added another 12.0 customers . If 49.0 of the customers did n't leave him a tip , how many customers did leave a tip ?","A waiter at ' The Greasy Spoon ' restaurant had [NUM] customers to wait on . During the lunch rush he added another [NUM] customers . If [NUM] of the customers did n't leave him a tip , how many customers did leave a tip ?",how many customers did leave a tip ?,39.0 12.0 49.0,( n0 + n1 ) - n2,2,
"Sam had 10.0 socks . If he threw away 3.0 old ones that did n't fit and bought 36.0 new ones , how many socks would he have ?","Sam had [NUM] socks . If he threw away [NUM] old ones that did n't fit and bought [NUM] new ones , how many socks would he have ?",how many socks would he have ?,10.0 3.0 36.0,( n0 + n2 ) - n1,43,
Kelly has 121.0 Nintendo games . How many does Kelly need to give away so that Kelly will have 22.0 games left ?,Kelly has [NUM] Nintendo games . How many does Kelly need to give away so that Kelly will have [NUM] games left ?,How many does Kelly need to give away so that Kelly will have [NUM] games left ?,121.0 22.0,n0 - n1,99,
There are 47.0 eggs in a box . Harry takes 5.0 eggs . How many are left ?,There are [NUM] eggs in a box . Harry takes [NUM] eggs . How many are left ?,How many are left ?,47.0 5.0,n0 - n1,42,
"Fred found 47.0 seashells on the beach , he gave Jessica 25.0 of the seashells . How many seashells does he now have ?","Fred found [NUM] seashells on the beach , he gave Jessica [NUM] of the seashells . How many seashells does he now have ?",How many seashells does he now have ?,47.0 25.0,n0 - n1,22,
Jason has 3.0 Pokemon cards . Benny bought 2.0 of Jason 's Pokemon cards . How many Pokemon cards does Jason have now ?,Jason has [NUM] Pokemon cards . Benny bought [NUM] of Jason 's Pokemon cards . How many Pokemon cards does Jason have now ?,How many Pokemon cards does Jason have now ?,3.0 2.0,n0 - n1,1,
Jason has 3.0 Pokemon cards . Benny bought 2.0 of Jason 's Pokemon cards . How many Pokemon cards does Jason have now ?,Jason has [NUM] Pokemon cards . Benny bought [NUM] of Jason 's Pokemon cards . How many Pokemon cards does Jason have now ?,How many Pokemon cards does Jason have now ?,3.0 2.0,n0 - n1,1,
Martin strolled to Lawrence 's house . It is 12.0 miles from Martin 's house to Lawrence 's house . It took Martin 6.0 hours to get there . How fast did Martin go ?,Martin strolled to Lawrence 's house . It is [NUM] miles from Martin 's house to Lawrence 's house . It took Martin [NUM] hours to get there . How fast did Martin go ?,How fast did Martin go ?,12.0 6.0,n0 / n1,2,
"Alyssa loves eating fruits . Alyssa paid $ 12.08 for grapes , and $ 9.85 for cherries . In total , how much money did Alyssa spend ?","Alyssa loves eating fruits . Alyssa paid $ [NUM] for grapes , and $ [NUM] for cherries . In total , how much money did Alyssa spend ?",how much money did Alyssa spend ?,12.08 9.85,n0 + n1,21.93,
Luke was selling his old games . He started out with 39.0 but sold 19.0 of them . He packed the rest up putting 4.0 games into each box . How many boxes did he have to use ?,Luke was selling his old games . He started out with [NUM] but sold [NUM] of them . He packed the rest up putting [NUM] games into each box . How many boxes did he have to use ?,How many boxes did he have to use ?,39.0 19.0 4.0,( n0 - n1 ) / n2,5,
"Ashley sold 12.0 boxes of Samoas . How many cases of 12.0 boxes , plus extra boxes does Ashley need ?","Ashley sold [NUM] boxes of Samoas . How many cases of [NUM] boxes , plus extra boxes does Ashley need ?","How many cases of [NUM] boxes , plus extra boxes does Ashley need ?",12.0 12.0,n0 / n1,1,
A store had 50.0 oranges in a bin . If they threw away 40.0 of the old ones and put 24.0 new ones in the bin how many would be in the bin ?,A store had [NUM] oranges in a bin . If they threw away [NUM] of the old ones and put [NUM] new ones in the bin how many would be in the bin ?,how many would be in the bin ?,50.0 40.0 24.0,( n0 + n2 ) - n1,34,
"A new building needed 14.0 windows . The builder had already installed 5.0 of them . If it takes 4.0 hours to install each window , how long will it take him to install the rest ?","A new building needed [NUM] windows . The builder had already installed [NUM] of them . If it takes [NUM] hours to install each window , how long will it take him to install the rest ?",how long will it take him to install the rest ?,14.0 5.0 4.0,n2 * ( n0 - n1 ),36,
"A painter needed to paint 12.0 rooms in a building . Each room takes 3.0 hours to paint . If he already painted 4.0 rooms , how much longer will he take to paint the rest ?","A painter needed to paint [NUM] rooms in a building . Each room takes [NUM] hours to paint . If he already painted [NUM] rooms , how much longer will he take to paint the rest ?",how much longer will he take to paint the rest ?,12.0 3.0 4.0,n1 * ( n0 - n2 ),24,
Debra removes 22.0 apples from a jar . There were originally 57.0 apples in the jar . How many apples are left in the jar ?,Debra removes [NUM] apples from a jar . There were originally [NUM] apples in the jar . How many apples are left in the jar ?,How many apples are left in the jar ?,22.0 57.0,n1 - n0,35,
A restaurant served 6.0 cakes during lunch and 9.0 during dinner today . How many cakes were served today ?,A restaurant served [NUM] cakes during lunch and [NUM] during dinner today . How many cakes were served today ?,How many cakes were served today ?,6.0 9.0,n0 + n1,15,
Mrs. Hilt needs to share $ 3.75 equally among 3.0 total people . How much money will each person get ?,Mrs. Hilt needs to share $ [NUM] equally among [NUM] total people . How much money will each person get ?,How much money will each person get ?,3.75 3.0,n0 / n1,1.25,
Joan has 9.0 blue balloons but lost 2.0 of them . How many blue balloons does Joan have now ?,Joan has [NUM] blue balloons but lost [NUM] of them . How many blue balloons does Joan have now ?,How many blue balloons does Joan have now ?,9.0 2.0,n0 - n1,7,
Sean has 45.0 whistles . He has 32.0 more whistles that Charles . How many whistles does Charles have ?,Sean has [NUM] whistles . He has [NUM] more whistles that Charles . How many whistles does Charles have ?,How many whistles does Charles have ?,45.0 32.0,n0 - n1,13,
"If there are 76.0 erasers in a box and Patrick puts 9.0 more erasers inside , how many erasers are in the box ?","If there are [NUM] erasers in a box and Patrick puts [NUM] more erasers inside , how many erasers are in the box ?",how many erasers are in the box ?,76.0 9.0,n0 + n1,85,
There are 5.0 flowers and 3.0 bees . How many fewer bees are there than flowers ?,There are [NUM] flowers and [NUM] bees . How many fewer bees are there than flowers ?,How many fewer bees are there than flowers ?,5.0 3.0,n0 - n1,2,
Dan has $ 3.0 . He bought a candy bar for $ 1.0 . How much money is left ?,Dan has $ [NUM] . He bought a candy bar for $ [NUM] . How much money is left ?,How much money is left ?,3.0 1.0,n0 - n1,2,
"The mini library also has a section for the classics . If Jack has a collection of 6.0 classic authors , with each author having 33.0 books , how many books does he have in the classics section ?","The mini library also has a section for the classics . If Jack has a collection of [NUM] classic authors , with each author having [NUM] books , how many books does he have in the classics section ?",how many books does he have in the classics section ?,6.0 33.0,n0 * n1,198,
"Amy had 26.0 music files and 36.0 video files on her flash drive . If she deleted 48.0 of the files , how many files were still on her flash drive ?","Amy had [NUM] music files and [NUM] video files on her flash drive . If she deleted [NUM] of the files , how many files were still on her flash drive ?",how many files were still on her flash drive ?,26.0 36.0 48.0,( n0 + n1 ) - n2,14,
Ernest starts with 17.0 crayons . Jennifer takes 6.0 away . How many crayons does Ernest end with ?,Ernest starts with [NUM] crayons . Jennifer takes [NUM] away . How many crayons does Ernest end with ?,How many crayons does Ernest end with ?,17.0 6.0,n0 - n1,11,
"Jenny sold 24.0 boxes of Trefoils . How many cases of 8.0 boxes , plus extra boxes does Jenny need to deliver ?","Jenny sold [NUM] boxes of Trefoils . How many cases of [NUM] boxes , plus extra boxes does Jenny need to deliver ?","How many cases of [NUM] boxes , plus extra boxes does Jenny need to deliver ?",24.0 8.0,n0 / n1,3,
"Carson ’ s teacher gives out gold stars for great math work . Yesterday , Carson earned 6.0 gold stars . Today , he earned 9.0 more . How many gold stars did Carson earn in all ?","Carson ’ s teacher gives out gold stars for great math work . Yesterday , Carson earned [NUM] gold stars . Today , he earned [NUM] more . How many gold stars did Carson earn in all ?",How many gold stars did Carson earn in all ?,6.0 9.0,n0 + n1,15,
"Joan 's high school played 864.0 baseball games this year , 128.0 of the games were played at night . She attended 395.0 games . How many baseball games did Joan miss ?","Joan 's high school played [NUM] baseball games this year , [NUM] of the games were played at night . She attended [NUM] games . How many baseball games did Joan miss ?",How many baseball games did Joan miss ?,864.0 128.0 395.0,n0 - n2,469,
A group of 3.0 friends went into a restaurant . The chef already had 6.0 chicken wings cooked but cooked 3.0 more for the group . If they each got the same amount how many would each person get ?,A group of [NUM] friends went into a restaurant . The chef already had [NUM] chicken wings cooked but cooked [NUM] more for the group . If they each got the same amount how many would each person get ?,how many would each person get ?,3.0 6.0 3.0,( n2 + n1 ) / n0,3,
"A company invited 24.0 people to a luncheon , but 10.0 of them did n't show up . If the tables they had held 7.0 people each , how many tables do they need ?","A company invited [NUM] people to a luncheon , but [NUM] of them did n't show up . If the tables they had held [NUM] people each , how many tables do they need ?",how many tables do they need ?,24.0 10.0 7.0,( n0 - n1 ) / n2,2,
"Last Saturday , Marie sold 425.0 magazines and 275.0 newspapers . What is the total number of reading materials she sold ?","Last Saturday , Marie sold [NUM] magazines and [NUM] newspapers . What is the total number of reading materials she sold ?",What is the total number of reading materials she sold ?,425.0 275.0,n0 + n1,700,
Joshua has 40.0 bottle caps . He buys 7.0 more . How many bottle caps does Joshua have in all ?,Joshua has [NUM] bottle caps . He buys [NUM] more . How many bottle caps does Joshua have in all ?,How many bottle caps does Joshua have in all ?,40.0 7.0,n0 + n1,47,
Nancy uploaded 41.0 pictures to Facebook . She put 37.0 pics into one album and put the rest into 2.0 different albums . How many pictures were in each album ?,Nancy uploaded [NUM] pictures to Facebook . She put [NUM] pics into one album and put the rest into [NUM] different albums . How many pictures were in each album ?,How many pictures were in each album ?,41.0 37.0 2.0,( n0 - n1 ) / n2,2,
Melanie picked 7.0 plums and 4.0 oranges from the orchard . She gave 3.0 plums to Sam . How many plums does she have now ?,Melanie picked [NUM] plums and [NUM] oranges from the orchard . She gave [NUM] plums to Sam . How many plums does she have now ?,How many plums does she have now ?,7.0 4.0 3.0,n0 - n2,4,
A restaurant served 9.0 pizzas during lunch and 6.0 during dinner today . How many pizzas were served today ?,A restaurant served [NUM] pizzas during lunch and [NUM] during dinner today . How many pizzas were served today ?,How many pizzas were served today ?,9.0 6.0,n0 + n1,15,
Mariela was in the hospital and she got 403.0 get well cards from around the country . When she got home she got 287.0 more cards from friends and family . How many get well cards did Mariela get ?,Mariela was in the hospital and she got [NUM] get well cards from around the country . When she got home she got [NUM] more cards from friends and family . How many get well cards did Mariela get ?,How many get well cards did Mariela get ?,403.0 287.0,n0 + n1,690,
There are 112.0 short trees and 119.0 tall trees currently in the park . Park workers will plant 105.0 short trees today . How many short trees will the park have when the workers are finished ?,There are [NUM] short trees and [NUM] tall trees currently in the park . Park workers will plant [NUM] short trees today . How many short trees will the park have when the workers are finished ?,How many short trees will the park have when the workers are finished ?,112.0 119.0 105.0,n0 + n2,217,
"Last year , 90171.0 people were born in a country , and 16320.0 people immigrated to it . How many new people began living in the country last year ?","Last year , [NUM] people were born in a country , and [NUM] people immigrated to it . How many new people began living in the country last year ?",How many new people began living in the country last year ?,90171.0 16320.0,n0 + n1,106491,
"At the town carnival Oliver rode the ferris wheel 5.0 times and the bumper cars 4.0 times . If each ride cost 7.0 tickets , how many tickets did he use ?","At the town carnival Oliver rode the ferris wheel [NUM] times and the bumper cars [NUM] times . If each ride cost [NUM] tickets , how many tickets did he use ?",how many tickets did he use ?,5.0 4.0 7.0,n2 * ( n0 + n1 ),63,
"For the school bake sale Bianca made 14.0 cupcakes . If she sold 6.0 of them and then made 17.0 more , how many cupcakes would she have ?","For the school bake sale Bianca made [NUM] cupcakes . If she sold [NUM] of them and then made [NUM] more , how many cupcakes would she have ?",how many cupcakes would she have ?,14.0 6.0 17.0,( n0 + n2 ) - n1,25,
"The value of a sport utility vehicle this year is 16000.0 dollars , which is 0.8 of what its value was last year . How much is the value of the vehicle last year ?","The value of a sport utility vehicle this year is [NUM] dollars , which is [NUM] of what its value was last year . How much is the value of the vehicle last year ?",How much is the value of the vehicle last year ?,16000.0 0.8,n0 / n1,20000,
There were 28.0 girls and 35.0 boys on the playground at recess . How many children were there in all ?,There were [NUM] girls and [NUM] boys on the playground at recess . How many children were there in all ?,How many children were there in all ?,28.0 35.0,n0 + n1,63,
"Find the product of -2.0 , -15.0 , 4.0 and -1.0 .","Find the product of [NUM] , [NUM] , [NUM] and [NUM] .","Find the product of [NUM] , [NUM] , [NUM] and [NUM] .",-2.0 -15.0 4.0 -1.0,( ( n0 * n1 ) * n2 ) * n3,-120,
"Luke was organizing his baseball cards in a binder with 3.0 on each page . If he had 3.0 new cards and 9.0 old cards to put in the binder , how many pages would he use ?","Luke was organizing his baseball cards in a binder with [NUM] on each page . If he had [NUM] new cards and [NUM] old cards to put in the binder , how many pages would he use ?",how many pages would he use ?,3.0 3.0 9.0,( n1 + n2 ) / n0,4,
Carol starts with 42.0 blocks . She loses 25.0 . How many blocks does Carol end with ?,Carol starts with [NUM] blocks . She loses [NUM] . How many blocks does Carol end with ?,How many blocks does Carol end with ?,42.0 25.0,n0 - n1,17,
"At a restaurant each adult meal costs $ 7.0 and kids eat free . If a group of 13.0 people came in and 9.0 were kids , how much would it cost for the group to eat ?","At a restaurant each adult meal costs $ [NUM] and kids eat free . If a group of [NUM] people came in and [NUM] were kids , how much would it cost for the group to eat ?",how much would it cost for the group to eat ?,7.0 13.0 9.0,n0 * ( n1 - n2 ),28,
Joan decided to sell all of her old books . She gathered up 33.0 books to sell . She sold 26.0 books in a yard sale . How many books does Joan now have ?,Joan decided to sell all of her old books . She gathered up [NUM] books to sell . She sold [NUM] books in a yard sale . How many books does Joan now have ?,How many books does Joan now have ?,33.0 26.0,n0 - n1,7,
"John had 5.0 action figures , but needed 7.0 total for a complete collection . If each one costs $ 5.0 , how much money would he need to finish his collection ?","John had [NUM] action figures , but needed [NUM] total for a complete collection . If each one costs $ [NUM] , how much money would he need to finish his collection ?",how much money would he need to finish his collection ?,5.0 7.0 5.0,n2 * ( n1 - n0 ),10,
The town of Milburg has 5256.0 grown - ups and 2987.0 children . How many people live in Milburg ?,The town of Milburg has [NUM] grown - ups and [NUM] children . How many people live in Milburg ?,How many people live in Milburg ?,5256.0 2987.0,n0 + n1,8243,
"A waiter had 5.0 tables he was waiting on , with 5.0 women and 3.0 men at each table . How many customers total did the waiter have ?","A waiter had [NUM] tables he was waiting on , with [NUM] women and [NUM] men at each table . How many customers total did the waiter have ?",How many customers total did the waiter have ?,5.0 5.0 3.0,n0 * ( n1 + n2 ),40,
"Dave was helping the cafeteria workers pick up lunch trays , but he could only carry 9.0 trays at a time . If he had to pick up 17.0 trays from one table and 55.0 trays from another , how many trips will he make ?","Dave was helping the cafeteria workers pick up lunch trays , but he could only carry [NUM] trays at a time . If he had to pick up [NUM] trays from one table and [NUM] trays from another , how many trips will he make ?",how many trips will he make ?,9.0 17.0 55.0,( n1 + n2 ) / n0,8,
There are 397.0 butterflies . Each butterfly has 12.0 black dots and 17.0 yellow dots . How many black dots are there in all ?,There are [NUM] butterflies . Each butterfly has [NUM] black dots and [NUM] yellow dots . How many black dots are there in all ?,How many black dots are there in all ?,397.0 12.0 17.0,n0 * n1,4764,
Jesse starts with 78.0 pencils . He gives 44.0 to Joshua . How many pencils does Jesse end with ?,Jesse starts with [NUM] pencils . He gives [NUM] to Joshua . How many pencils does Jesse end with ?,How many pencils does Jesse end with ?,78.0 44.0,n0 - n1,34,
For Halloween Faye scored 47.0 pieces of candy . She ate 25.0 pieces the first night and then her sister gave her 40.0 more pieces . How many pieces of candy does Faye have now ?,For Halloween Faye scored [NUM] pieces of candy . She ate [NUM] pieces the first night and then her sister gave her [NUM] more pieces . How many pieces of candy does Faye have now ?,How many pieces of candy does Faye have now ?,47.0 25.0 40.0,( n0 + n2 ) - n1,62,
"Ella owns 2.0 dogs . Each day , 1.0 dog eats 0.125 scoop of dog food and the other dog eats 0.125 scoop . Together , how much dog food do the 2.0 dogs eat each day ?","Ella owns [NUM] dogs . Each day , [NUM] dog eats [NUM] scoop of dog food and the other dog eats [NUM] scoop . Together , how much dog food do the [NUM] dogs eat each day ?",how much dog food do the [NUM] dogs eat each day ?,2.0 1.0 0.125 0.125 2.0,n2 + n3,0.25,
"Keith loves trading cards . She bought 4.0 packs of Digimon cards for $ 4.45 each , and a deck of baseball cards for $ 6.06 . How much did Keith spend on cards ?","Keith loves trading cards . She bought [NUM] packs of Digimon cards for $ [NUM] each , and a deck of baseball cards for $ [NUM] . How much did Keith spend on cards ?",How much did Keith spend on cards ?,4.0 4.45 6.06,( n0 * n1 ) + n2,23.86,
There are 47.0 orchid bushes currently in the park . Park workers will plant 37.0 orchid bushes today and 25.0 orchid bushes tomorrow . It took 35.0 workers to finish the work . How many orchid bushes will the park have when the workers are finished ?,There are [NUM] orchid bushes currently in the park . Park workers will plant [NUM] orchid bushes today and [NUM] orchid bushes tomorrow . It took [NUM] workers to finish the work . How many orchid bushes will the park have when the workers are finished ?,How many orchid bushes will the park have when the workers are finished ?,47.0 37.0 25.0 35.0,( n0 + n1 ) + n2,109,
It took Amanda 2.0 hours to stroll to Kimberly 's house at 4.0 miles per hour . How far is it between Amanda 's house and Kimberly 's house ?,It took Amanda [NUM] hours to stroll to Kimberly 's house at [NUM] miles per hour . How far is it between Amanda 's house and Kimberly 's house ?,How far is it between Amanda 's house and Kimberly 's house ?,2.0 4.0,n0 * n1,8,
"Will made 104.0 dollars mowing lawns over the summer . If he spent 41.0 dollars buying new mower blades , how many 9.0 dollar games could he buy with the money he had left ?","Will made [NUM] dollars mowing lawns over the summer . If he spent [NUM] dollars buying new mower blades , how many [NUM] dollar games could he buy with the money he had left ?",how many [NUM] dollar games could he buy with the money he had left ?,104.0 41.0 9.0,( n0 - n1 ) / n2,7,
"At Billy 's Restaurant a group with 2.0 adults and 5.0 children came in to eat . If each meal cost 3.0 dollars , how much was the bill ?","At Billy 's Restaurant a group with [NUM] adults and [NUM] children came in to eat . If each meal cost [NUM] dollars , how much was the bill ?",how much was the bill ?,2.0 5.0 3.0,n2 * ( n0 + n1 ),21,
"Oliver was organizing his baseball cards in a binder with 3.0 on each page . If he had 2.0 new cards and 10.0 old cards to put in the binder , how many pages would he use ?","Oliver was organizing his baseball cards in a binder with [NUM] on each page . If he had [NUM] new cards and [NUM] old cards to put in the binder , how many pages would he use ?",how many pages would he use ?,3.0 2.0 10.0,( n1 + n2 ) / n0,4,
Peter starts with 8.0 erasers . Bridget gives Peter 3.0 more . How many erasers does Peter end with ?,Peter starts with [NUM] erasers . Bridget gives Peter [NUM] more . How many erasers does Peter end with ?,How many erasers does Peter end with ?,8.0 3.0,n0 + n1,11,
There are 4.0 walnut trees currently in the park . Park workers will plant 6.0 more walnut trees today . How many walnut trees will the park have when the workers are finished ?,There are [NUM] walnut trees currently in the park . Park workers will plant [NUM] more walnut trees today . How many walnut trees will the park have when the workers are finished ?,How many walnut trees will the park have when the workers are finished ?,4.0 6.0,n0 + n1,10,
"Each chocolate bar in a box cost $ 4.0 . If a box had 8.0 bars total and Emily sold all but 3.0 bars , how much money would she have made ?","Each chocolate bar in a box cost $ [NUM] . If a box had [NUM] bars total and Emily sold all but [NUM] bars , how much money would she have made ?",how much money would she have made ?,4.0 8.0 3.0,n0 * ( n1 - n2 ),20,
Bruce has 75.0 eggs . Kimberly has 17.0 eggs . He loses 70.0 . How many eggs will Bruce have ?,Bruce has [NUM] eggs . Kimberly has [NUM] eggs . He loses [NUM] . How many eggs will Bruce have ?,How many eggs will Bruce have ?,75.0 17.0 70.0,n0 - n2,5,
